receipt_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
5ff5d1d60a7214ada10005f5,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,200.0,2021-01-05,1.0,FINISHED,10.0,5ff5d15aeb7c7d12096d91a2
5ff5d1940a7214ada10005e9,5.0,All-receipts receipt bonus,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,5.0,2020-12-24,1.0,FINISHED,1.0,54943462e4b07e684157a532
5ff5d2030a720f05230005df,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,25.0,2021-01-06,1.0,FINISHED,9.99,5ff5d15aeb7c7d12096d91a2
5ff5d1a10a7214ada10005ee,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,50.0,2021-01-05,1.0,FINISHED,1.0,54943462e4b07e684157a532
5ff5d19c0a7214ada10005eb,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,750.0,2021-01-05,1.0,FINISHED,1.0,5ff5d19b8f142f11dd188696
5ff5d1cb0a7214ada10005f0,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,750.0,2021-01-01,5.0,FINISHED,49.95,5ff5d15aeb7c7d12096d91a2
5ff5d20b0a720f05230005e2,5.0,All-receipts receipt bonus,2021-01-06,2021-01-06,2021-01-06,2021-01-06,2021-01-06,5.0,2021-01-06,1.0,FINISHED,9.99,5ff5d15aeb7c7d12096d91a2
5ff73be50a720f0523000608,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,750.0,2021-01-07,6.0,FINISHED,29.0,5ff73be5eb7c7d31ca8a45a7
5ff7946f0a720f052300063c,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,2021-01-07,2021-01-07,2021-01-07,3250.0,2021-01-05,3.0,FINISHED,23.0,5ff79464b3348b11c933738b
5ff726910a720f05230005f1,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,100.0,2021-01-07,4.0,FINISHED,25.0,5ff7268eeb7c7d12096da2a9
5ff774200a7214ada1000638,,,2021-01-07,2021-01-07,2021-01-07,2021-01-07,,0.0,2021-01-07,2.0,FINISHED,6.18,5ff7741e04929111f6e90902
5ff74fd10a720f0523000619,5.0,All-receipts receipt bonus,2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,5.0,2021-01-06,1.0,FINISHED,1.0,54943462e4b07e684157a532
5ff73bdb0a720f0523000605,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,25.0,2020-12-31,1.0,FINISHED,10.0,5ff73b90eb7c7d31ca8a452b
5ff794940a720f0523000640,5.0,All-receipts receipt bonus,2021-01-05,2021-01-05,2021-01-07,2021-01-07,2021-01-07,4005.0,2021-01-05,3.0,FINISHED,23.0,5ff79464b3348b11c933738b
5ff794020a720f0523000635,5.0,All-receipts receipt bonus,2021-01-06,2021-01-06,2021-01-07,2021-01-07,2021-01-07,2005.0,2021-01-05,1.0,FINISHED,1.0,5ff7930fb3348b11c93372a6
5ff73beb0a7214ada100061c,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,300.0,2021-01-07,4.0,FINISHED,22.0,5ff73bea8f142f3276c3e84a
5ff794bf0a7214ada1000650,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-06,2021-01-06,,2021-01-07,,25.0,2021-01-05,1.0,FLAGGED,1.0,5ff7930fb3348b11c93372a6
5ff74faf0a720f0523000613,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,841.2,2021-01-06,4.0,FINISHED,18.2,5ff74f3db3348b11c93361d1
5ff7945a0a7214ada1000646,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,2021-01-07,2021-01-07,2021-01-07,5750.0,2021-01-05,4.0,FINISHED,27.0,5ff79459b3348b11c933736d
5ff74ffe0a720f0523000621,5.0,All-receipts receipt bonus,2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,5.0,2020-12-24,5.0,FINISHED,49.95,5ff74f3db3348b11c93361d1
5ff726790a7214ada1000602,5.0,All-receipts receipt bonus,2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,5.0,2021-01-06,2.0,FINISHED,1.0,5ff7264e8f142f11dd189504
5ff750050a7214ada1000633,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,1800.0,2021-01-07,1.0,FINISHED,10.0,5ff75004b3348b11c9336bd6
5ff74ffb0a720f0523000620,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,350.0,2021-01-06,1.0,FINISHED,1.0,5ff74f3db3348b11c93361d1
5ff74ff50a720f052300061e,5.0,All-receipts receipt bonus,2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,5.0,2021-01-06,1.0,FINISHED,1.0,5ff74f3db3348b11c93361d1
5ff794640a720f052300063b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-05,2021-01-05,2021-01-07,2021-01-07,2021-01-07,3750.0,2021-01-05,2.0,FINISHED,21.0,5ff79464b3348b11c933738b
5ff726810a720f05230005ea,5.0,All-receipts receipt bonus,2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,5.0,2021-01-06,2.0,FINISHED,1.0,5ff7264e8f142f11dd189504
5ff73be10a7214ada1000619,,,2021-01-07,2021-01-07,,2021-01-07,,8700.0,2021-02-07,10.0,FLAGGED,290.0,5ff73b90eb7c7d31ca8a452b
5ff73bae0a720f0523000600,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,150.0,2021-01-06,2.0,FINISHED,1.0,5ff73b90eb7c7d31ca8a452b
5ff73be90a720f052300060a,,,2021-01-07,2021-01-07,,2021-01-07,,,,0.0,FLAGGED,0.0,5ff73be9eb7c7d31ca8a45bc
5ff7265a0a7214ada10005fb,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,760.0,2021-01-06,1.0,FINISHED,1.0,5ff7264e8f142f11dd189504
5ff7942e0a720f0523000637,5.0,All-receipts receipt bonus,2021-01-05,2021-01-05,2021-01-07,2021-01-07,2021-01-07,2005.0,2021-01-04,2.0,FINISHED,1.0,5ff7930fb3348b11c93372a6
5ff794600a7214ada1000647,,,2021-01-07,2021-01-07,,2021-01-07,,,,0.0,FLAGGED,0.0,5ff7946004929111f6e90ceb
5ff726a40a720f05230005fa,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07,2021-01-07,,2021-01-07,2021-01-07,810.0,2021-01-06,5.0,FLAGGED,13.0,5ff726a38f142f11dd1895dc
5ff794130a7214ada1000640,5.0,All-receipts receipt bonus,2021-01-05,2021-01-05,2021-01-07,2021-01-07,2021-01-07,2005.0,2021-01-04,2.0,FINISHED,1.0,5ff7930fb3348b11c93372a6
5ff726640a720f05230005e6,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-07,2021-01-07,2021-01-07,2021-01-07,2021-01-07,250.0,2021-01-06,5.0,FINISHED,50.0,5ff7264e8f142f11dd189504
5ff793dd0a720f0523000633,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-02,2021-01-02,,2021-01-07,2021-01-06,780.0,2021-01-01,4.0,FLAGGED,12.0,5ff793dd04929111f6e90c69
5ff726860a720f05230005ec,,,2021-01-07,2021-01-07,,2021-01-07,,,,,SUBMITTED,,5ff7264e8f142f11dd189504
5ff8da4e0a720f05c5000012,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,750.0,2021-01-07,1.0,FINISHED,3.25,5ff8da4e04929111f6e91462
5ff873de0a720f0523000648,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,500.0,2021-01-08,4.0,FINISHED,23.0,5ff873ddb3348b11c9337733
5ff8740c0a720f0523000659,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,25.0,2021-01-01,1.0,FINISHED,10.0,5ff873d1b3348b11c9337716
5ff8da4c0a720f05c5000011,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,,2021-01-08,2021-01-08,150.0,2021-01-07,1.0,FLAGGED,1.0,5ff8da28b3348b11c9337ac6
5ff8da860a720f05c5000022,5.0,All-receipts receipt bonus,2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,5.0,2021-01-07,2.0,FINISHED,11.0,5ff8da28b3348b11c9337ac6
5ff8da7c0a7214adca000020,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,750.0,2021-01-08,4.0,FINISHED,27.0,5ff8da7c04929111f6e914de
5ff8da650a7214adca00001e,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,,2021-01-08,2021-01-08,810.0,2021-01-07,5.0,FLAGGED,13.0,5ff8da65b3348b11c9337b29
5ff8da540a7214adca000017,5.0,All-receipts receipt bonus,2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,5.0,2021-01-07,2.0,FINISHED,1.0,5ff8da28b3348b11c9337ac6
5ff873f10a720f052300064f,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,,2021-01-08,,9200.0,2021-02-08,10.0,FLAGGED,290.0,5ff873d1b3348b11c9337716
5ff874170a7214ada100065f,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,25.0,2021-01-01,1.0,FINISHED,10.0,5ff873d1b3348b11c9337716
5ff8da680a720f05c5000019,5.0,All-receipts receipt bonus,2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,1005.0,2021-01-07,1.0,FINISHED,1.0,54943462e4b07e684157a532
5ff873e30a720f052300064c,5.0,All-receipts receipt bonus,2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,5.0,2021-01-08,1.0,FINISHED,28.0,5ff873ddb3348b11c9337733
5ff8cea10a7214adca00000b,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06,2021-01-06,2021-01-08,2021-01-08,2021-01-08,1999.6,2021-01-05,2.0,FINISHED,1.0,5ff8ce8504929111f6e913cb
5ff874050a7214ada100065d,5.0,All-receipts receipt bonus,2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,5.0,2021-01-07,2.0,FINISHED,1.0,5ff873d1b3348b11c9337716
5ff8da620a7214adca00001d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,,2021-01-08,2021-01-08,750.0,2021-01-07,1.0,FLAGGED,1.0,5ff8da62b3348b11c9337b21
5ff8da820a720f05c5000020,5.0,All-receipts receipt bonus,2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,5.0,2021-01-08,2.0,FINISHED,20.0,5ff8da7eb3348b11c9337b72
5ff8da390a7214adca000013,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,350.0,2021-01-01,1.0,FINISHED,10.0,5ff8da28b3348b11c9337ac6
5ff873df0a7214ada1000652,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,300.0,2021-01-08,2.0,FINISHED,24.0,5ff873ddb3348b11c9337733
5ff8da7f0a7214adca000022,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,250.0,2021-01-08,4.0,FINISHED,26.0,5ff8da7eb3348b11c9337b72
5ff8da7f0a720f05c500001d,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,500.0,2021-01-08,5.0,FINISHED,20.0,5ff8da7eb3348b11c9337b72
5ff8da800a720f05c500001e,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,300.0,2021-01-08,2.0,FINISHED,28.0,5ff8da7eb3348b11c9337b72
5ff8c4fb0a7214adca000006,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,600.0,2021-01-01,1.0,FINISHED,10.0,5ff8c4e8b3348b11c9337a11
5fa5b0ca0a720f05ef0000bf,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-11-05,2020-11-05,2021-01-08,2021-01-08,2021-01-08,189.2,2020-11-04,6.0,FINISHED,14.0,5fa5b0b720dc5111dd86dcc1
5ff873f90a720f0523000651,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,250.0,2021-01-07,1.0,FINISHED,1.0,5ff873d1b3348b11c9337716
5ff8c8880a7214adca000008,,,2021-01-08,2021-01-08,2021-01-08,2021-01-08,,0.0,2021-01-08,2.0,FINISHED,6.18,5ff8c88604929111f6e913b7
5ff8da570a720f05c5000015,,,2021-01-08,2021-01-08,,2021-01-08,,,,0.0,REJECTED,0.0,5ff8da28b3348b11c9337ac6
5ff873d40a720f0523000644,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,750.0,2021-01-08,8.0,FINISHED,23.0,5ff873d304929111f6e91096
5ff8c3a20a7214adca000005,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,600.0,2021-01-01,1.0,FINISHED,10.0,5ff8c330b3348b11c9337a04
5ff8da550a720f05c5000014,5.0,All-receipts receipt bonus,2021-01-08,2021-01-08,2021-01-08,2021-01-08,2021-01-08,1005.0,2021-01-07,2.0,FINISHED,1.0,5ff8da28b3348b11c9337ac6
5ff8da7d0a720f05c500001c,,,2021-01-08,2021-01-08,,2021-01-08,,,,0.0,FLAGGED,0.0,5ff8da7db3348b11c9337b6a
5ffc98b70a720f05c500003d,5.0,All-receipts receipt bonus,2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,5.0,2021-01-10,1.0,FINISHED,3.09,5ffc98b604929111f6e923f5
5ffcb4d40a7214ad4e000017,,,2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,100.0,2021-01-04,1.0,FINISHED,10.0,5ffcb47d04929111f6e9256c
5ffc8ffc0a720f05c5000036,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,150.0,2021-01-11,1.0,FINISHED,20.0,5ffc8ff9b3348b11c9338896
5ffc9d8c0a7214adca000049,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,,2021-01-11,2021-01-11,750.0,2021-01-10,1.0,FLAGGED,1.0,5ffc9d8cb3348b11c9338927
5ffc9da40a7214adca000050,5.0,All-receipts receipt bonus,2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,5.0,2021-01-11,5.0,FINISHED,21.0,5ffc9da0b3348b11c9338951
5ffc9daa0a7214adca000054,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,350.0,2021-01-04,1.0,FINISHED,10.0,5ffc9d87b3348b11c9338920
5ffc8cc20a720f05c5000026,,,2021-01-11,2021-01-11,2021-01-11,2021-01-11,,0.0,2021-01-10,1.0,FINISHED,3.09,5ffc8cc104929111f6e922a3
5ffc9da10a720f05c5000043,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,750.0,2021-01-11,4.0,FINISHED,21.0,5ffc9da0b3348b11c9338951
5ffcb4b90a720f051500000c,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,750.0,2021-01-11,5.0,FINISHED,22.0,5ffcb4b9b3348b11c9338ae7
5ffca2f30a720f05c5000054,5.0,All-receipts receipt bonus,2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,5.0,2021-01-10,1.0,FINISHED,3.09,5ffca2f3b3348b11c9338a10
5ffcb4900a720f0515000002,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,,2021-01-11,,8950.0,2021-02-11,10.0,FLAGGED,290.0,5ffcb47d04929111f6e9256c
5ffc8fa40a720f05c5000028,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,300.0,2021-01-10,2.0,FINISHED,1.0,5ffc8f9704929111f6e922bf
5ffc92a20a7214adca000046,5.0,All-receipts receipt bonus,2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,5.0,2021-01-10,1.0,FINISHED,3.09,5ffc92a104929111f6e923cb
5ffc8fe80a720f05c5000031,5.0,All-receipts receipt bonus,2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,5.0,2021-01-10,1.0,FINISHED,1.0,54943462e4b07e684157a532
5ffc9da10a7214adca00004d,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,500.0,2021-01-11,4.0,FINISHED,27.0,5ffc9da0b3348b11c9338951
5ffc9dc60a7214adca00005a,,,2021-01-11,2021-01-11,,2021-01-11,,,2017-10-30,3.0,REJECTED,3.0,5ffc9d87b3348b11c9338920
5ffcb48d0a7214ad4e000002,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,,2021-01-11,2021-01-11,750.0,2021-01-10,1.0,FLAGGED,1.0,5ffcb48d04929111f6e92594
5ffc9da20a7214adca00004e,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,300.0,2021-01-11,4.0,FINISHED,29.0,5ffc9da0b3348b11c9338951
5ffc8fa90a720f05c500002a,5.0,All-receipts receipt bonus,2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,5.0,2021-01-11,1.0,FINISHED,2.23,5ffc8f9704929111f6e922bf
5ffc9dd00a720f05c5000051,25.0,COMPLETE_NONPARTNER_RECEIPT,2021-01-11,2021-01-11,,2021-01-11,,25.0,2021-01-10,1.0,FLAGGED,1.0,5ffc9d87b3348b11c9338920
5ffcb4ad0a720f0515000009,5.0,All-receipts receipt bonus,2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,5.0,2021-01-10,2.0,FINISHED,1.0,5ffcb47d04929111f6e9256c
5ffcb4c10a7214ad4e000014,5.0,All-receipts receipt bonus,2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,5.0,2021-01-11,3.0,FINISHED,20.0,5ffcb4bc04929111f6e92608
5ffc9d9d0a720f05c5000042,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,750.0,2021-01-11,2.0,FINISHED,26.0,5ffc9d9d04929111f6e9244f
5ffc9d9c0a7214adca00004b,5.0,All-receipts receipt bonus,2021-01-11,2021-01-11,,2021-01-11,,5.0,2021-01-11,1.0,REJECTED,10.0,5ffc9d9cb3348b11c933893f
5ffc8fa10a7214adca00002e,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,250.0,2021-01-10,2.0,FINISHED,1.0,5ffc8f9704929111f6e922bf
5ffcb4c90a7214ad4e000016,,,2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,100.0,2021-01-04,1.0,FINISHED,10.0,5ffcb47d04929111f6e9256c
5ffc8cb40a720f05c5000025,,,2021-01-11,2021-01-11,2021-01-11,2021-01-11,,0.0,2021-01-10,1.0,FINISHED,3.09,5ffc8cb304929111f6e9229d
5ffcb4b80a7214ad4e00000d,5.0,All-receipts receipt bonus,2021-01-11,2021-01-11,,2021-01-11,,5.0,2021-01-11,1.0,REJECTED,10.0,5ffcb4b8b3348b11c9338ae1
5ffcb4a20a720f0515000006,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,100.0,2021-01-10,2.0,FINISHED,1.0,5ffcb47d04929111f6e9256c
5ffc8f990a7214adca00002d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11,2021-01-11,2021-01-11,2021-01-11,2021-01-11,885.0,2021-01-10,2.0,FINISHED,2.0,5ffc8f9704929111f6e922bf
5ffe1cbe0a7214ad28002843,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce7db0a720f051500236e,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce8570a7214ad4e003e6f,,,2021-01-12,2021-01-12,,2021-01-12,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffce8310a7214ad4e003797,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe19d90a7214ad28000e62,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe1d030a720f05ac002c9e,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce8250a7214ad4e0034de,,,2021-01-12,2021-01-12,,2021-01-12,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffcefb00a720f0515005e8d,,,2021-01-12,2021-01-12,,2021-01-12,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffce76e0a720f0515000b48,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe23560a720f05ac006874,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe22a20a720f05ac0061d7,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe1dc20a7214ad28003180,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce88b0a7214ad4e004b22,,,2021-01-12,2021-01-12,,2021-01-12,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffce7a70a720f05150016b0,,,2021-01-12,2021-01-12,,2021-01-12,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffe1aa90a7214ad280015e8,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffcef5a0a720f0515004f1a,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe23d70a7214ad280068f6,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe18b10a7214ad280003d1,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffcef630a720f05150050ae,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce7ae0a7214ad4e001851,,,2021-01-12,2021-01-12,,2021-01-12,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffce8150a7214ad4e0030a3,,,2021-01-12,2021-01-12,,2021-01-12,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffe20290a720f05ac004a84,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe1c520a7214ad2800245c,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffe1b630a7214ad28001c79,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce8250a720f0515003510,,,2021-01-12,2021-01-12,,2021-01-12,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
5ffe1fa40a7214ad2800427f,,,2021-01-12,2021-01-12,2021-01-12,2021-01-12,,,2021-01-12,,PENDING,28.57,59c124bae4b0299e55b0f330
5ffce78c0a7214ad4e001045,,,2021-01-12,2021-01-12,,2021-01-12,,,,,SUBMITTED,,59c124bae4b0299e55b0f330
